,3,1,4,39,10,10,5,<=50K,0,0,32,101509
,15,2,3,39,13,12,6,<=50K,0,0,40,309974
,13,1,4,39,13,12,2,>50K,0,0,70,162298
,7,1,4,39,10,7,5,<=50K,0,0,40,211678
,63,1,4,39,10,10,2,<=50K,0,0,20,124744
,11,1,4,26,9,8,5,<=50K,0,0,40,213921
,24,1,4,39,12,1,2,<=50K,0,0,40,32214
,51,1,4,39,6,15,2,<=50K,0,0,2,212759
,2,2,4,39,7,8,5,<=50K,0,0,22,309634
,15,1,4,39,4,5,2,<=50K,0,0,40,125927
,2,1,4,39,9,12,5,<=50K,0,0,30,446839
,36,1,4,5,13,8,2,<=50K,0,0,40,276515
,30,2,4,39,9,8,2,<=50K,0,0,40,51618
,43,1,4,39,9,12,2,<=50K,0,0,48,159937
,28,2,4,39,9,3,4,>50K,14344,0,40,343591
,37,2,4,39,9,12,4,<=50K,0,0,35,346253
,33,1,4,39,9,11,2,>50K,0,0,40,268234
,17,1,4,39,14,10,2,<=50K,0,0,50,202051
,14,1,4,39,5,12,5,<=50K,0,0,40,54334
,27,2,4,39,16,10,5,>50K,0,0,50,410867
,41,1,4,39,11,10,2,<=50K,0,0,40,249977
,21,2,4,39,10,3,4,<=50K,0,0,40,286730
,12,2,3,39,10,7,4,<=50K,0,0,25,212563
,14,2,2,42,9,12,2,<=50K,0,1573,35,117747
,18,1,4,39,13,11,2,>50K,0,0,40,226296
,13,1,4,39,10,6,5,<=50K,0,0,50,115585
,32,1,4,39,16,10,2,>50K,0,1902,60,191277
,21,1,4,39,10,12,2,>50K,0,0,48,202683
,32,2,4,9,12,4,4,<=50K,0,0,40,171095
,16,1,3,39,9,8,5,<=50K,0,0,40,249409
,60,1,4,39,14,4,2,>50K,0,0,40,124191
,28,1,4,39,13,4,2,>50K,15024,0,60,198282
,31,2,4,39,14,10,5,<=50K,0,0,50,149116
,4,2,4,39,10,13,5,<=50K,0,0,40,188300
,13,1,4,39,9,3,5,<=50K,0,0,40,103432
,16,1,4,39,9,3,2,>50K,7688,0,40,317660
,1,2,4,39,6,15,5,<=50K,34095,0,32,304873
,14,1,4,39,7,6,5,<=50K,0,0,40,194901
,15,2,4,39,9,1,5,<=50K,0,0,40,189265
,26,1,4,39,9,6,2,<=50K,0,0,40,124692
,8,1,4,39,13,12,5,<=50K,0,0,40,432376
,22,1,4,39,15,10,2,>50K,0,0,40,65324
,40,1,4,2,9,8,2,>50K,0,1887,50,335605
,12,2,4,39,10,12,2,<=50K,4064,0,25,377869
,20,2,4,39,9,7,5,<=50K,0,0,40,102864
,37,1,4,39,5,6,2,<=50K,0,0,50,95647
,40,1,4,39,10,12,2,<=50K,0,0,50,303090
,33,1,3,39,11,3,2,>50K,0,0,40,197371
,39,1,4,39,10,12,2,<=50K,0,0,56,247552
,6,1,4,39,9,3,5,<=50K,0,0,41,102632
,5,2,4,39,10,8,5,<=50K,0,0,40,199915
,24,1,4,39,13,4,2,<=50K,0,0,60,118853
,14,1,3,11,13,4,5,<=50K,0,0,40,77143
,13,1,4,39,13,10,2,>50K,0,0,50,267989
,3,1,3,39,10,8,5,<=50K,0,0,35,301606
,31,2,4,39,13,4,2,>50K,0,0,40,287828
,4,2,4,39,10,1,5,<=50K,0,1719,28,111697
,15,1,4,39,12,1,2,>50K,0,0,40,114937
,19,1,4,39,9,15,2,<=50K,0,0,40,129305
,23,1,4,39,10,3,4,<=50K,0,0,40,365739
,12,2,4,39,12,12,5,<=50K,0,0,60,69621
,8,2,4,39,9,8,5,<=50K,0,1762,40,43323
,22,1,4,39,9,3,2,<=50K,4386,0,35,120985
,21,1,4,39,13,12,2,<=50K,0,0,50,254202
,30,2,3,39,12,13,4,<=50K,0,0,36,146195
,22,1,4,20,14,10,2,>50K,0,0,40,125933
,27,1,4,39,9,3,2,<=50K,0,0,60,56920
,11,2,4,39,11,1,2,<=50K,0,0,35,163127
,4,1,4,39,10,12,5,<=50K,0,0,20,34310
,33,1,2,39,10,3,2,>50K,0,0,40,81973
,45,1,4,39,9,3,2,<=50K,0,0,40,66614
,11,2,4,39,10,12,5,<=50K,0,0,40,232782
,3,1,4,26,10,8,5,<=50K,0,0,30,316868
,29,2,4,39,11,10,5,>50K,0,1564,40,196584
,54,1,4,39,10,13,5,<=50K,0,0,40,105376
,15,2,3,39,9,14,5,<=50K,0,0,30,185814
,6,1,4,39,10,8,2,<=50K,0,0,24,175374
,20,2,4,39,9,8,7,<=50K,0,0,24,108293
,48,1,4,39,7,3,2,<=50K,0,2179,40,181232
,27,2,4,39,10,15,4,<=50K,0,0,40,174662
,31,2,4,26,10,1,4,<=50K,0,0,38,186009
,18,2,4,39,9,1,5,<=50K,0,0,40,198183
,17,2,2,30,13,4,5,<=50K,0,0,40,163003
,5,1,4,39,9,3,5,<=50K,0,0,35,296158
,36,1,4,39,9,15,4,>50K,0,0,45,252903
,32,1,4,39,9,3,2,<=50K,0,0,46,187715
,7,1,4,39,13,6,5,<=50K,0,0,40,214542
,55,1,3,39,10,12,6,<=50K,0,1816,2,494223
,13,1,4,39,9,3,4,<=50K,0,0,60,191535
,26,1,3,39,13,8,6,<=50K,0,0,50,228456
,52,2,4,39,2,15,4,<=50K,0,0,20,38317
,9,2,4,39,9,8,5,<=50K,0,0,40,252752
,28,2,2,39,14,4,4,<=50K,0,0,40,78374
,12,2,2,9,9,4,5,<=50K,0,0,40,88419
,29,1,4,39,14,12,2,>50K,0,0,40,201080
,20,2,4,26,10,8,4,<=50K,0,0,40,207157
,23,1,4,39,12,4,5,<=50K,0,0,42,235485
,30,1,4,39,14,11,7,<=50K,0,0,40,102628
,2,1,4,39,7,6,5,<=50K,0,0,16,25828
,50,2,4,39,11,10,7,<=50K,0,0,20,54826
,11,1,4,39,9,8,5,<=50K,0,1980,40,124953
,12,1,4,39,9,11,2,<=50K,0,0,40,175325
,35,1,4,39,10,12,2,>50K,0,1977,40,96062
,11,1,4,39,13,3,5,<=50K,0,0,50,428030
,12,1,4,39,13,10,2,>50K,0,0,40,149624
,11,2,4,39,9,12,3,<=50K,0,0,25,253814
,5,1,3,39,9,3,5,<=50K,0,0,40,312956
,18,1,3,39,9,6,5,<=50K,0,0,40,483777
,2,1,4,39,9,8,5,<=50K,0,0,12,183930
,17,1,4,39,13,10,2,<=50K,0,0,65,37274
,28,1,3,39,10,4,2,>50K,0,0,38,181344
,27,2,4,39,10,1,4,<=50K,0,0,40,114580
,14,1,3,39,10,3,5,<=50K,0,0,45,633742
,24,1,4,26,4,7,2,>50K,0,0,40,286370
,21,1,4,39,10,1,2,>50K,0,0,42,29054
,18,1,3,39,9,1,2,<=50K,0,0,40,304030
,25,2,4,39,13,4,4,<=50K,0,0,40,143129
,37,2,4,39,13,15,4,<=50K,0,0,50,135105
,15,2,4,39,14,10,2,<=50K,0,0,50,99928
,42,1,4,39,16,10,2,>50K,0,0,1,109567
,22,2,3,39,10,7,4,<=50K,0,0,28,155222
,8,1,4,39,10,7,2,<=50K,0,0,40,159567
,25,1,3,39,13,3,2,<=50K,0,0,40,523910
,31,1,4,39,10,13,2,<=50K,0,0,45,120939
,25,1,4,39,13,13,2,<=50K,0,0,24,130760
,7,1,4,26,3,14,2,<=50K,0,0,40,197387
,20,1,4,39,10,3,4,<=50K,0,0,40,99374
,24,2,4,39,14,4,5,>50K,14084,0,55,56795
,19,1,4,39,14,10,2,>50K,7298,0,40,138992
,8,1,4,39,9,12,5,<=50K,0,0,40,32921
,10,2,4,39,14,10,5,<=50K,0,1876,40,397317
,3,1,4,22,9,15,5,<=50K,0,0,40,170653
,35,1,4,39,13,4,2,>50K,0,0,50,259323
,26,2,4,39,10,10,5,<=50K,0,1340,40,254817
,21,2,4,39,9,1,4,<=50K,0,0,35,48211
,2,2,4,39,7,12,5,<=50K,0,0,40,140164
,20,1,3,39,13,8,2,>50K,7298,0,36,128757
,19,1,4,39,9,3,4,<=50K,0,0,60,36270
,42,2,4,39,9,12,2,>50K,15024,0,35,210563
,1,2,4,39,7,12,5,<=50K,0,0,12,65368
,28,1,3,39,9,14,2,<=50K,0,0,40,160943
,21,1,4,39,9,3,2,>50K,0,0,40,208358
,19,2,1,39,10,12,5,<=50K,0,0,40,153790
,44,1,2,39,9,3,2,<=50K,0,0,40,85815
,38,1,4,39,4,7,2,>50K,0,0,40,125417
,21,1,3,39,13,4,5,>50K,0,0,60,635913
,34,2,4,39,12,12,4,<=50K,0,0,40,313321
,22,1,4,31,13,12,2,<=50K,0,0,50,182609
,29,1,4,39,13,10,2,<=50K,0,0,55,109434
,9,1,4,39,6,3,5,<=50K,0,0,40,255004
,15,1,4,39,10,6,2,<=50K,0,0,40,197860
,48,1,4,39,2,15,4,<=50K,0,0,40,187656
,74,1,3,39,9,8,5,<=50K,0,2206,40,51744
,38,1,3,39,9,1,2,<=50K,0,0,20,176681
,37,2,4,39,1,7,5,<=50K,0,0,35,140359
,2,2,4,39,9,12,5,<=50K,0,0,40,243313
,44,2,1,39,6,15,4,<=50K,0,0,10,24215
,50,1,4,39,9,5,2,<=50K,1409,0,50,167687
,59,2,4,4,11,1,7,<=50K,0,0,20,314209
,49,2,4,39,9,1,4,<=50K,0,0,40,176796
,19,1,3,39,7,14,6,<=50K,3674,0,40,538583
,25,2,3,39,9,12,4,<=50K,0,0,38,130408
,9,1,4,39,10,1,5,<=50K,0,0,42,159732
,17,2,5,39,10,3,4,<=50K,0,0,40,110978
,12,1,4,39,15,10,5,>50K,0,0,55,76714
,43,1,4,39,9,8,2,<=50K,0,0,40,268700
,24,2,4,39,10,1,5,<=50K,0,0,38,170525
,25,1,4,20,13,4,2,>50K,0,0,50,180138
,22,1,4,39,14,4,2,>50K,0,0,70,115076
,7,1,4,39,9,14,5,<=50K,0,0,40,115458
,24,1,4,39,13,10,2,>50K,0,0,40,347890
,25,2,4,39,9,8,2,<=50K,0,0,20,196001
,8,1,4,39,12,11,2,<=50K,0,0,50,273905
,4,1,4,39,10,15,5,<=50K,0,0,20,119156
,22,1,4,39,10,3,4,<=50K,0,1741,40,179488
,40,1,4,42,9,1,2,<=50K,0,0,35,203580
,42,1,4,39,9,1,2,>50K,0,0,45,236596
,16,2,4,39,9,8,5,<=50K,0,0,34,183916
,24,1,4,39,12,13,2,>50K,0,1977,60,207578
,29,1,4,42,9,1,2,<=50K,0,0,40,153141
,25,2,4,39,15,10,2,>50K,0,0,40,112763
,26,2,3,39,13,1,2,<=50K,0,0,40,390781
,43,2,3,39,6,8,7,<=50K,0,0,30,171328
,3,1,4,39,10,1,5,<=50K,0,0,40,27382
,42,1,4,39,10,14,5,<=50K,0,0,20,259014
,26,1,2,1,9,5,2,>50K,0,0,40,303044
,4,2,4,39,9,8,5,<=50K,0,0,40,117789
,16,2,4,39,9,8,6,<=50K,0,0,30,172579
,29,2,4,39,11,4,7,<=50K,0,0,45,187666
,34,1,4,39,4,3,4,<=50K,0,0,40,204518
,20,2,4,39,13,10,4,<=50K,0,0,40,150042
,29,1,4,39,9,12,2,<=50K,0,0,60,98092
,1,1,4,39,7,8,5,<=50K,0,0,12,245918
,43,1,4,39,10,12,2,<=50K,4064,0,40,146013
,10,1,4,39,7,3,2,<=50K,0,0,40,378322
,21,1,2,37,10,4,2,>50K,0,0,75,257295
,3,1,4,2,10,15,5,<=50K,0,0,24,218956
,48,1,4,39,9,4,2,>50K,0,0,40,21174
,17,2,4,39,13,10,5,<=50K,0,0,45,185480
,17,2,4,39,9,3,2,>50K,0,0,40,222205
,45,1,4,39,9,4,2,>50K,0,0,40,69867
,1,1,4,39,5,8,5,<=50K,1055,0,24,191260
,34,1,4,39,14,5,2,<=50K,2407,0,98,30653
,11,1,4,39,14,10,5,<=50K,0,0,35,209109
,14,2,4,39,9,10,4,<=50K,0,0,40,70377
,27,1,3,39,9,6,2,<=50K,0,0,40,477983
,28,1,4,39,10,3,2,>50K,7298,0,40,170924
,19,2,4,39,10,4,5,<=50K,0,0,40,190174
,9,2,4,39,10,13,5,<=50K,0,0,40,193787
,8,2,4,39,10,7,2,>50K,7298,0,48,279472
,6,2,4,11,13,10,5,<=50K,0,0,15,34918
,26,1,4,39,10,3,2,>50K,5178,0,40,97688
,18,2,3,39,12,12,4,<=50K,0,0,45,175413
,44,2,4,39,13,10,4,<=50K,0,0,42,173960
,5,1,4,39,9,6,5,<=50K,0,0,40,205759
,41,1,4,39,14,12,2,>50K,15024,0,40,425161
,25,1,4,39,15,10,2,>50K,0,0,60,220531
,34,1,4,39,10,8,4,<=50K,0,0,45,176609
,9,2,4,39,13,4,5,<=50K,0,0,40,371987
,34,1,4,7,4,3,2,<=50K,0,0,40,193884
,20,1,4,39,13,10,2,<=50K,0,0,45,200352
,15,2,4,39,9,10,4,<=50K,0,0,40,127595
,13,1,4,39,13,11,5,<=50K,0,0,56,220419
,5,1,4,39,10,12,5,<=50K,0,0,45,231931
,11,2,3,39,13,13,5,<=50K,0,0,40,248402
,49,1,4,39,9,14,2,<=50K,0,0,16,111095
,21,2,4,39,13,12,4,<=50K,0,0,60,57424
,23,2,2,42,14,15,2,<=50K,3464,0,40,157443
,8,1,4,39,9,3,5,<=50K,0,0,40,278130
,22,1,4,39,9,12,4,<=50K,0,0,80,169469
,32,1,4,39,13,1,2,>50K,7688,0,40,146268
,5,2,2,39,10,8,5,<=50K,0,0,25,153718
,15,1,4,39,9,14,2,>50K,0,0,45,217460
,39,1,4,39,9,12,2,>50K,4386,0,40,238638
,8,2,2,25,10,1,2,<=50K,0,0,40,303296
,27,2,4,39,9,1,4,<=50K,0,0,40,173321
,10,1,4,39,12,13,5,<=50K,0,0,45,193945
,30,2,4,39,12,10,5,<=50K,0,0,33,83082
,19,1,4,39,12,1,2,>50K,0,0,40,193815
,25,1,4,39,10,5,2,>50K,0,0,54,34987
,10,1,4,39,13,12,5,<=50K,0,0,40,59306
,18,1,2,36,14,4,2,>50K,7298,0,35,142897
,3,2,3,39,10,15,5,<=50K,0,0,25,860348
,20,2,3,39,13,10,4,>50K,0,0,40,205607
,6,1,4,39,10,12,5,<=50K,0,0,15,199698
,8,1,4,39,10,7,5,<=50K,0,0,40,191954
,61,1,4,39,10,12,2,<=50K,0,0,40,138714
,6,2,4,26,3,7,2,<=50K,0,0,40,399087
,13,2,4,39,10,13,5,<=50K,0,0,40,423158
,46,2,4,39,9,8,7,<=50K,0,0,24,159841
,23,1,4,39,9,4,2,<=50K,0,0,40,174308
,27,1,4,39,10,3,2,<=50K,0,1485,50,50356
,19,1,4,39,9,14,4,<=50K,0,0,45,186110
,13,2,4,39,7,4,5,<=50K,0,0,40,200381
,60,1,4,39,14,3,2,<=50K,0,0,10,174309
,47,1,4,39,9,5,2,<=50K,0,0,45,78383
,7,2,3,39,11,15,5,<=50K,0,0,15,211601
,27,2,4,39,10,10,2,>50K,0,1887,50,187728
,42,1,4,39,9,6,2,<=50K,0,0,40,321171
,50,1,4,39,9,14,5,<=50K,2050,0,55,127921
,25,1,3,39,10,3,5,<=50K,0,0,45,206565
,10,1,4,39,13,1,5,<=50K,0,0,40,224563
,31,1,4,39,11,8,5,<=50K,0,0,40,178686
,39,1,4,39,6,1,2,<=50K,0,0,40,98545
,37,1,4,39,9,14,2,<=50K,0,0,40,242606
,1,1,4,26,3,8,5,<=50K,0,0,48,270942
,14,1,4,39,9,3,5,<=50K,0,0,40,94235
,33,1,4,39,14,10,5,<=50K,0,0,60,71195
,3,1,3,14,9,12,5,<=50K,0,0,30,104112
,29,1,3,39,9,8,2,<=50K,0,0,40,261192
,10,1,4,39,12,12,5,<=50K,0,0,40,94936
,22,1,4,39,11,3,2,>50K,7298,0,40,296478
,20,1,4,39,9,11,2,>50K,7298,0,40,119272
,17,1,4,39,9,5,5,<=50K,0,0,20,85043
,6,2,3,39,10,11,5,<=50K,0,0,40,293364
,27,1,4,39,13,12,5,<=50K,0,0,42,241895
,51,1,4,39,7,15,2,<=50K,0,0,8,36135
,14,2,4,39,11,15,4,<=50K,0,0,40,151989
,40,1,4,20,12,8,3,<=50K,0,0,25,101128
,15,1,4,39,13,10,5,<=50K,0,0,25,156464
,17,1,4,39,13,4,2,>50K,0,0,40,117963
,10,1,4,39,9,8,2,<=50K,0,0,40,192262
,17,1,4,39,13,4,2,>50K,0,0,40,111363
,30,1,4,39,7,14,2,<=50K,0,0,30,329752
,43,1,4,39,13,15,2,>50K,0,0,40,372020
,22,1,4,39,9,1,2,>50K,0,0,40,95432
,49,1,5,39,7,8,7,<=50K,0,0,40,161400
,24,1,4,39,11,13,2,>50K,0,0,40,96129
,26,2,4,39,9,1,2,<=50K,0,0,35,111949
,10,1,4,32,5,3,2,<=50K,0,0,40,117125
,20,2,4,39,6,8,2,<=50K,0,0,24,348022
,46,1,4,39,14,10,2,>50K,0,0,40,270092
,27,1,4,39,13,14,2,<=50K,0,0,45,180609
,27,1,4,39,13,4,4,>50K,0,1564,45,174575
,6,1,4,39,9,12,3,<=50K,0,0,55,410439
,12,1,4,39,9,3,2,<=50K,0,0,40,92262
,40,1,4,39,10,12,2,<=50K,0,0,45,183081
,6,2,4,39,12,12,5,<=50K,0,0,15,362589
,41,2,4,39,13,4,4,>50K,0,0,45,212448
,23,2,4,39,9,12,4,<=50K,0,0,40,481060
,10,2,4,39,10,1,5,<=50K,0,0,15,185885
,1,1,4,39,7,8,5,<=50K,0,0,10,89821
,24,1,4,39,11,7,2,>50K,0,0,38,184018
,29,1,3,39,9,7,2,<=50K,0,0,40,256649
,28,1,3,39,9,3,5,<=50K,0,0,40,160323
,4,2,4,39,10,1,5,<=50K,0,0,10,350845
,17,2,4,39,9,3,2,<=50K,0,0,40,267404
,7,1,4,39,10,12,5,<=50K,0,0,40,35633
,30,1,4,39,14,4,4,<=50K,0,0,30,80914
,22,1,4,39,9,12,2,<=50K,0,0,50,172927
,38,1,4,39,9,14,4,<=50K,0,0,40,174319
,30,2,4,39,3,3,4,<=50K,0,2339,45,214955
,9,1,4,39,10,3,2,<=50K,0,0,40,344991
,30,2,4,39,10,12,4,<=50K,0,0,40,108699
,20,2,4,39,10,14,2,<=50K,0,0,40,117312
,7,2,4,39,9,8,5,<=50K,0,0,25,396099
,13,1,4,39,9,7,6,<=50K,0,0,40,134152
,28,2,4,39,10,1,2,>50K,0,2415,6,162028
,3,2,4,39,10,1,5,<=50K,0,0,16,25429
,3,2,4,39,9,8,5,<=50K,0,0,40,232392
,19,2,4,39,9,8,2,>50K,0,0,40,220098
,11,1,4,39,13,3,5,<=50K,0,0,50,301302
,30,1,4,39,12,3,6,<=50K,0,0,40,277946
,18,1,4,42,13,4,2,>50K,7688,0,45,98101
,18,2,4,39,9,8,5,<=50K,0,0,35,196164
,28,1,4,39,10,13,2,<=50K,0,0,40,115562
,29,2,4,39,10,6,4,<=50K,0,0,40,96975
,4,2,4,39,9,15,5,<=50K,0,0,35,137300
,9,1,4,39,13,4,2,>50K,0,0,55,86872
,36,1,4,39,13,4,2,>50K,0,0,50,132178
,4,1,4,39,10,6,5,<=50K,0,0,40,416103
,12,2,4,39,10,8,5,<=50K,0,0,40,108574
,34,1,4,39,13,11,2,>50K,0,0,40,288353
,18,2,4,39,11,13,4,<=50K,0,0,64,227689
,12,1,5,33,4,6,2,<=50K,0,2179,40,166481
,25,1,4,39,14,4,2,>50K,0,1977,65,445382
,12,1,4,39,9,1,2,<=50K,0,0,40,110145
,30,1,4,39,9,3,2,<=50K,0,0,25,317253
,12,2,4,39,10,15,2,>50K,0,1887,40,123147
,16,1,4,39,10,4,2,<=50K,0,0,50,364657
,25,2,3,39,10,8,4,<=50K,0,0,24,42346
,8,2,3,39,9,6,5,<=50K,0,0,40,241951
,17,2,4,39,10,4,4,<=50K,0,0,40,118500
,30,1,4,39,16,4,2,>50K,15024,0,60,188386
,15,1,4,39,10,7,2,<=50K,0,0,40,1033222
,19,1,4,39,8,3,4,>50K,0,0,50,92440
,36,1,4,26,2,7,2,<=50K,0,0,40,190762
,14,2,4,39,7,8,5,<=50K,0,0,19,426017
,18,1,3,39,7,7,6,<=50K,0,0,40,243867
,18,2,4,39,9,14,4,<=50K,0,0,40,240283
,4,1,4,39,10,12,2,<=50K,0,0,30,61777
,1,1,4,39,7,6,5,<=50K,2176,0,18,175024
,16,2,4,39,13,4,2,>50K,0,0,40,92003
,13,1,4,39,9,5,4,<=50K,0,0,40,188401
,17,2,4,39,6,3,5,<=50K,0,0,35,228528
,9,1,4,39,9,14,2,<=50K,0,0,60,133373
,20,1,4,39,14,10,5,<=50K,0,1408,40,255191
,7,1,4,6,9,6,5,<=50K,0,0,72,204653
,47,1,4,39,9,4,2,>50K,0,0,40,222289
,31,1,4,39,14,10,2,<=50K,0,0,40,287480
,64,1,4,39,9,15,7,<=50K,0,0,24,107762
,1,1,4,39,7,15,5,<=50K,0,0,40,202521
,24,2,4,39,13,10,3,<=50K,2174,0,40,204116
,14,2,4,39,12,8,2,>50K,0,0,25,29662
,11,1,2,30,10,3,5,<=50K,0,1980,40,116358
,17,1,4,39,14,10,2,>50K,0,0,50,208405
,18,1,3,39,9,5,5,<=50K,594,0,60,284843
,18,2,4,39,10,11,5,<=50K,0,0,40,117018
,7,1,4,39,10,1,2,<=50K,0,0,40,81281
,26,2,4,39,10,1,2,<=50K,0,0,40,340148
,13,1,4,39,13,10,5,<=50K,0,0,40,363425
,29,2,4,39,9,1,4,<=50K,0,0,28,45857
,8,1,4,39,9,2,5,<=50K,0,0,40,191073
,28,1,4,39,10,10,2,>50K,0,0,40,116632
,11,1,4,26,5,3,5,<=50K,0,0,40,405855
,4,1,4,39,10,12,5,<=50K,0,0,35,298227
,28,2,3,39,9,4,7,<=50K,0,0,40,290521
,35,1,1,39,9,3,2,<=50K,0,0,40,56915
,4,1,4,39,9,7,2,<=50K,0,0,40,146538
,1,2,4,39,7,15,5,<=50K,0,0,5,258872
,3,2,3,39,9,7,5,<=50K,0,0,40,206399
,29,1,4,39,10,3,2,>50K,0,0,55,197332
,44,1,4,39,9,3,2,>50K,0,0,40,245062
,26,1,3,42,12,4,2,>50K,0,0,40,197583
,28,2,4,39,9,12,2,>50K,0,0,40,234885
,24,1,2,39,11,7,2,>50K,0,0,40,72887
,14,2,4,39,9,4,2,<=50K,0,0,40,180374
,22,1,3,39,10,14,2,<=50K,0,0,50,351299
,7,1,4,39,9,14,2,<=50K,0,0,60,54012
,16,1,4,39,10,15,2,<=50K,0,0,40,115745
,28,1,4,39,12,5,5,<=50K,0,0,40,116632
,38,1,3,39,9,14,2,<=50K,0,0,40,288825
,16,1,4,39,13,10,2,<=50K,0,0,50,132601
,34,1,4,39,2,3,3,<=50K,0,0,40,193374
,8,2,4,39,13,13,5,<=50K,0,0,20,170070
,21,2,4,39,9,1,2,<=50K,0,0,60,126708
,36,1,4,39,9,14,4,<=50K,0,0,40,35598
,22,1,4,39,10,14,2,<=50K,0,0,40,33983
,33,1,4,39,14,4,2,>50K,0,1977,45,192776
,14,2,4,39,13,13,2,>50K,0,0,16,118551
,44,1,4,39,10,10,5,>50K,0,0,40,201965
,6,1,4,39,10,15,5,<=50K,0,0,40,139883
,19,1,4,39,9,3,5,<=50K,0,0,40,285020
,14,1,4,39,9,14,5,<=50K,0,0,60,303990
,51,2,4,39,11,8,4,<=50K,0,0,24,49401
,30,2,4,39,13,3,5,<=50K,0,0,40,279196
,1,1,4,39,5,8,5,<=50K,0,0,6,211870
,6,1,4,39,10,6,5,<=50K,0,0,30,281432
,11,1,4,39,6,8,5,<=50K,0,0,40,161155
,7,2,4,39,9,8,5,<=50K,0,0,35,197904
,17,1,4,32,12,3,2,<=50K,0,0,45,111746
,27,1,4,39,10,3,2,<=50K,0,0,20,170721
,12,1,4,39,13,10,5,<=50K,0,0,20,70100
,25,2,4,39,9,3,3,<=50K,0,0,40,193626
